,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,Churn
2870,0,1,0,57,1,1,0,0,1,1,1,1,0,107.95,5969.85,1,1,0,0,0,1,0,0,1,0
3327,0,1,0,66,1,1,0,1,1,0,0,1,0,95.3,6273.4,1,1,0,0,0,1,0,1,0,0
950,1,0,0,2,1,0,0,0,0,0,0,0,0,44.95,85.15,1,0,0,0,0,0,1,0,0,1
1800,0,0,0,1,1,0,0,0,0,0,0,0,1,43.85,43.85,1,0,0,1,0,0,0,0,0,0
5397,0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,1,1,0,0,0,1,0,0,0,1
5542,0,1,0,67,1,1,0,1,1,1,1,1,0,86.15,5883.85,0,0,0,1,0,0,0,0,1,0
6693,0,0,0,25,0,0,0,0,1,0,1,1,1,48.25,1293.8,0,0,0,0,0,1,0,0,0,0
5323,0,1,1,58,1,1,0,1,1,0,1,1,1,105.2,6225.4,0,1,0,0,1,0,0,1,0,0
2662,0,0,0,2,0,0,0,0,1,0,1,1,1,49.25,90.35,1,0,0,0,0,1,0,0,0,1
3008,0,0,0,11,1,0,0,0,0,0,0,0,0,20.0,211.95,0,0,1,0,0,0,1,1,0,0
1735,0,1,1,72,1,1,1,1,1,1,1,1,0,114.45,8100.55,1,1,0,1,0,0,0,0,1,0
5247,0,0,0,27,1,1,0,0,0,0,1,1,1,94.55,2724.6,0,1,0,0,0,0,1,0,0,1
5792,1,0,0,15,1,0,1,0,1,1,0,1,1,96.3,1426.75,0,1,0,0,0,0,1,0,0,1
3378,0,1,0,72,1,0,1,1,1,1,1,1,0,84.45,6033.1,1,0,0,0,0,0,1,0,1,0
859,0,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4719.75,1,0,0,0,1,0,0,0,1,0
918,0,0,0,26,1,1,0,0,1,0,0,0,1,80.7,2193.0,0,1,0,0,0,1,0,0,0,0
1622,0,1,0,46,1,0,1,1,0,1,0,1,0,70.6,3231.05,0,0,0,0,0,0,1,1,0,0
6617,0,0,0,48,1,1,1,1,1,0,1,1,1,83.45,3887.85,0,0,0,0,1,0,0,1,0,0
1715,0,1,1,46,1,0,0,0,0,0,0,0,0,19.4,967.85,0,0,1,0,0,0,1,0,1,0
939,0,0,0,15,1,0,0,0,0,0,0,0,0,19.9,320.45,0,0,1,0,0,0,1,0,0,0
1219,0,1,1,62,1,1,0,0,0,0,1,1,1,70.45,4300.45,0,0,0,0,1,0,0,0,0,0
217,0,1,0,66,0,0,1,1,1,1,1,0,1,56.6,3789.2,1,0,0,1,0,0,0,0,1,0
6063,0,1,1,70,1,0,0,0,0,0,0,0,1,19.2,1401.4,0,0,1,0,0,0,1,0,1,0
2746,0,1,1,31,1,0,0,0,0,0,0,0,0,21.0,697.7,0,0,1,0,0,0,1,0,1,0
4551,0,1,1,56,1,1,0,1,0,1,1,0,1,96.95,5432.2,1,1,0,0,1,0,0,0,0,0
6255,1,1,0,69,1,1,1,0,1,1,1,1,1,110.55,7610.1,1,1,0,0,0,0,1,1,0,0
3543,0,1,0,72,1,1,1,1,1,1,0,1,0,105.6,7581.5,1,1,0,1,0,0,0,0,1,0
4507,0,0,0,8,1,0,1,0,0,1,0,1,0,66.05,574.5,0,0,0,1,0,0,0,0,0,0
615,0,0,0,15,1,1,0,0,0,0,0,0,0,48.85,631.4,0,0,0,0,0,0,1,0,0,0
3865,0,0,1,1,1,1,0,0,0,0,0,0,0,24.0,24.0,0,0,1,0,0,0,1,0,0,0
1257,1,0,0,45,0,0,0,0,0,0,0,1,0,34.2,1596.6,0,0,0,0,0,1,0,1,0,0
4501,0,0,0,39,1,0,0,0,0,0,0,0,0,20.7,762.45,0,0,1,0,1,0,0,0,1,0
2867,0,0,0,24,1,0,0,0,0,0,0,0,0,20.45,527.35,0,0,1,0,1,0,0,1,0,0
1233,0,1,1,70,1,1,0,0,0,0,0,0,0,24.7,1685.9,0,0,1,1,0,0,0,0,1,0
4068,0,1,1,14,1,0,0,0,0,0,0,0,1,19.5,272.0,0,0,1,0,0,0,1,1,0,0
894,0,1,0,63,1,1,0,0,0,1,0,0,1,81.2,4965.1,0,1,0,0,1,0,0,1,0,0
2673,0,0,0,22,1,1,1,0,0,0,1,1,1,101.35,2317.1,1,1,0,1,0,0,0,0,0,1
6309,0,1,0,71,1,1,0,0,0,0,0,0,0,25.6,1888.25,0,0,1,0,1,0,0,0,1,0
8,0,1,0,28,1,1,0,0,1,1,1,1,1,104.8,3046.05,0,1,0,0,0,1,0,0,0,1
5716,0,0,1,2,1,0,0,0,0,0,0,1,1,55.3,108.65,1,0,0,0,0,1,0,0,0,0
3043,1,0,0,2,0,0,0,0,1,0,0,0,1,30.4,78.65,0,0,0,0,0,1,0,0,0,1
3428,1,1,0,51,1,1,1,0,1,0,1,0,1,93.8,4750.95,1,1,0,1,0,0,0,0,0,1
5513,1,0,0,67,1,0,1,1,0,1,1,0,1,92.45,6140.85,0,1,0,1,0,0,0,0,1,0
2260,0,0,0,3,1,0,0,0,1,1,0,0,0,80.1,217.55,0,1,0,0,1,0,0,0,0,1
4424,0,0,1,1,0,0,0,0,0,0,0,0,0,24.75,24.75,1,0,0,0,0,1,0,0,0,1
6851,0,1,1,38,1,1,0,0,1,1,1,0,1,94.9,3616.25,1,1,0,1,0,0,0,0,1,0
6636,0,1,1,10,1,1,1,1,0,0,1,0,0,70.3,676.15,0,0,0,0,0,1,0,1,0,0
2440,0,1,1,32,1,0,0,0,0,0,0,0,1,19.45,674.55,1,0,1,0,1,0,0,0,0,0
5938,1,1,1,34,1,1,0,1,1,1,1,1,1,108.9,3625.2,1,1,0,0,0,1,0,0,0,0
3863,0,1,0,17,1,1,0,1,1,0,1,1,1,102.55,1742.5,1,1,0,0,0,1,0,0,0,0
383,0,0,0,1,1,1,0,1,0,0,0,1,1,90.85,90.85,1,1,0,0,1,0,0,0,0,1
1914,0,0,0,3,1,1,0,0,0,1,1,0,0,64.6,174.2,0,0,0,0,0,1,0,0,0,0
6554,0,0,0,1,1,0,0,0,0,0,0,0,0,68.65,68.65,0,1,0,0,0,1,0,0,0,1
6573,0,1,1,45,0,0,0,1,1,1,0,1,0,51.0,2264.5,0,0,0,1,0,0,0,1,0,0
6059,0,0,0,39,0,0,1,1,0,1,0,0,1,40.3,1630.4,0,0,0,1,0,0,0,1,0,0
261,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,1,1,0,0,0,1,0,0,0,1
857,0,0,0,1,1,0,0,1,0,0,0,0,0,50.8,50.8,1,0,0,0,0,1,0,0,0,1
4833,0,0,0,41,1,0,0,0,0,0,0,0,1,19.75,806.95,0,0,1,0,0,0,1,1,0,0
5781,0,0,0,27,1,0,0,0,1,1,0,1,1,89.2,2383.6,0,1,0,0,0,1,0,0,0,0
257,0,0,0,50,1,1,1,1,1,1,1,1,0,114.35,5791.1,1,1,0,0,1,0,0,1,0,0
3613,1,0,0,55,0,0,0,0,1,0,1,1,1,50.05,2743.45,1,0,0,1,0,0,0,1,0,0
5614,0,1,1,68,1,1,1,1,0,0,0,0,1,85.5,5696.6,1,1,0,1,0,0,0,1,0,0
5077,0,1,1,7,1,0,0,0,0,0,0,0,0,19.85,144.15,0,0,1,0,0,0,1,0,1,0
6139,0,0,1,3,1,0,0,0,0,0,0,0,0,20.2,50.6,1,0,1,1,0,0,0,0,0,0
4418,0,1,0,58,1,0,1,1,1,0,0,0,0,60.3,3563.8,1,0,0,0,1,0,0,1,0,1
4044,0,1,0,70,1,1,0,1,1,1,1,1,1,84.8,5917.55,0,0,0,1,0,0,0,0,1,0
1241,0,0,0,30,1,1,1,0,0,0,0,1,1,64.5,1888.45,1,0,0,0,0,0,1,0,0,0
1100,0,0,1,15,1,1,0,0,0,0,0,0,1,24.8,324.15,1,0,1,0,0,1,0,0,0,0
3845,0,0,0,4,1,0,0,0,1,0,0,0,1,73.9,280.85,1,1,0,0,0,1,0,0,0,1
3126,0,1,1,26,0,0,1,1,0,1,0,0,0,38.85,1025.15,0,0,0,0,1,0,0,0,0,0
4573,0,1,1,72,1,0,0,0,0,0,0,0,0,20.55,1432.55,1,0,1,0,0,1,0,0,1,0
2492,0,1,0,13,0,0,1,0,0,1,1,1,1,54.45,706.85,1,0,0,0,0,1,0,0,0,1
2408,0,1,1,45,1,0,0,0,0,0,0,0,0,20.85,892.15,0,0,1,0,0,0,1,0,1,0
6970,0,0,0,4,1,1,0,0,0,0,0,0,1,74.35,265.35,1,1,0,0,0,1,0,0,0,1
748,0,1,0,48,1,0,0,0,0,0,0,0,0,19.25,855.1,1,0,1,0,0,0,1,0,1,0
5412,1,1,0,61,1,1,0,1,0,1,0,0,1,85.55,5251.75,1,1,0,1,0,0,0,1,0,0
3142,0,0,0,1,1,0,0,0,0,0,0,0,0,19.8,19.8,1,0,1,0,0,0,1,0,0,1
5454,1,1,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,0,1,0,0,0,1,0,0,0,1
2637,0,1,1,36,0,0,1,0,1,1,0,0,0,40.65,1547.35,0,0,0,0,1,0,0,0,1,0
5074,0,0,1,49,1,0,0,0,0,0,0,0,0,19.45,921.3,0,0,1,0,1,0,0,1,0,0
6777,0,1,0,3,0,0,0,0,0,1,0,0,1,29.9,92.25,1,0,0,0,0,1,0,0,0,0
984,0,1,1,72,1,1,0,0,0,0,0,0,0,23.75,1679.25,0,0,1,1,0,0,0,0,1,0
3595,1,0,0,2,1,0,0,0,0,0,0,0,1,70.2,115.95,0,1,0,1,0,0,0,0,0,1
2837,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,0,0,1,0,0,0,1,0,0,1
4549,0,0,1,17,1,1,0,1,1,1,0,0,1,92.7,1556.85,0,1,0,0,1,0,0,0,0,0
792,0,1,1,8,1,0,0,0,0,0,0,0,1,19.85,146.6,0,0,1,0,0,0,1,0,1,0
2110,0,0,0,3,1,0,0,0,0,0,0,0,0,20.2,65.95,0,0,1,0,0,1,0,0,0,0
1635,0,0,0,3,1,0,0,0,1,0,1,1,1,69.95,220.45,0,0,0,0,0,1,0,1,0,0
2025,0,1,1,72,1,1,1,1,1,1,1,1,1,116.85,8477.7,0,1,0,1,0,0,0,0,1,0
3097,0,0,1,2,1,0,0,0,0,0,0,0,0,20.4,42.9,1,0,1,0,0,0,1,0,0,0
2143,1,1,0,30,1,1,0,0,1,0,1,1,0,74.85,2181.75,1,0,0,0,0,1,0,0,1,0
6273,1,0,0,2,1,0,0,0,0,0,0,0,1,70.65,142.35,0,1,0,0,0,1,0,0,0,1
2089,0,0,0,50,0,0,0,1,1,1,0,0,0,39.7,1932.75,0,0,0,0,1,0,0,0,1,0
837,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1,0,0,0,0,0,1,0,0,1
3338,0,0,0,12,1,0,0,0,1,1,0,1,1,89.4,1095.65,0,1,0,0,0,1,0,0,0,1
2721,1,0,0,10,1,0,0,0,0,0,0,1,1,79.25,793.55,1,1,0,0,0,1,0,0,0,1
1498,1,0,0,15,1,1,0,0,0,0,0,0,0,75.65,1146.65,1,1,0,0,0,1,0,0,0,1
529,1,0,0,56,1,1,0,1,1,1,1,0,1,99.9,5706.3,0,1,0,1,0,0,0,0,1,0
1840,0,1,1,65,1,1,1,0,1,1,1,1,0,108.65,6937.95,1,1,0,1,0,0,0,0,1,1
377,0,1,0,25,1,1,0,0,1,1,1,1,1,104.95,2566.5,0,1,0,1,0,0,0,0,0,1
5107,0,1,0,47,1,0,0,1,0,0,1,0,1,58.6,2723.4,0,0,0,1,0,0,0,0,0,0
4982,1,1,0,61,1,1,0,1,1,0,1,1,1,104.4,6405.0,0,1,0,0,1,0,0,1,0,1
6261,0,1,1,62,1,0,0,0,0,0,0,0,0,20.45,1297.35,1,0,1,1,0,0,0,0,1,0
3002,0,0,0,27,1,0,1,0,1,1,1,1,0,81.7,2212.55,1,0,0,0,0,1,0,1,0,0
5195,0,0,0,72,1,0,1,1,1,1,1,0,1,75.1,5336.35,1,0,0,1,0,0,0,0,1,0
3792,1,0,0,26,1,0,0,0,0,0,1,1,1,91.25,2351.8,0,1,0,0,0,1,0,0,0,1
2954,0,0,0,7,1,1,0,0,0,0,0,0,0,75.45,480.75,0,1,0,0,0,0,1,0,0,1
1688,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0,0,1,0,0,0,1,0,1,0
2634,0,1,0,1,1,0,0,0,0,1,1,0,1,84.8,84.8,1,1,0,0,0,1,0,0,0,1
4797,0,1,1,72,1,1,1,1,1,1,1,1,1,114.05,8289.2,1,1,0,0,1,0,0,0,1,0
1492,1,0,0,19,1,1,0,1,0,0,1,0,1,88.2,1775.8,1,1,0,0,0,1,0,0,0,1
1086,1,0,0,11,1,0,0,0,0,0,1,1,0,89.7,1047.7,0,1,0,1,0,0,0,0,0,1
773,0,1,0,5,1,0,1,0,1,0,0,1,1,88.9,454.15,0,1,0,0,0,0,1,0,0,1
2496,0,0,0,18,1,0,0,0,0,0,0,0,0,20.05,388.6,1,0,1,0,1,0,0,0,1,0
4040,0,1,1,59,0,0,1,0,1,0,0,0,0,34.8,1980.3,1,0,0,0,0,0,1,1,0,0
2992,0,0,0,12,0,0,0,1,0,1,0,0,0,34.0,442.45,1,0,0,0,0,0,1,0,0,0
4735,0,0,0,44,1,1,0,1,1,1,1,1,1,85.25,3704.15,1,0,0,1,0,0,0,1,0,0
6923,0,1,0,53,1,1,1,1,1,0,0,1,0,74.1,3833.95,0,0,0,1,0,0,0,1,0,0
1608,0,0,0,17,1,0,0,0,0,0,0,0,1,20.1,279.5,1,0,1,0,0,0,1,1,0,0
840,1,0,0,55,1,1,0,0,1,0,1,1,1,100.0,5509.3,0,1,0,0,0,1,0,1,0,1
3632,0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,0,1,0,0,0,0,1,0,0,0
2481,1,1,0,61,1,1,0,0,0,0,0,0,0,25.0,1501.75,1,0,1,1,0,0,0,0,1,0
109,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,1,0,1,0,1,0,0,0,1,0
2878,0,1,0,22,1,0,0,0,1,0,1,0,1,87.0,1850.65,1,1,0,1,0,0,0,0,0,0
3452,0,0,0,1,1,0,0,0,0,0,0,0,1,44.95,44.95,1,0,0,0,0,0,1,0,0,0
6793,0,1,1,72,1,1,1,1,1,0,1,1,1,108.4,7767.25,1,1,0,0,1,0,0,0,1,0
5980,0,0,0,17,1,0,1,1,0,1,1,1,0,79.85,1387.35,0,0,0,0,1,0,0,1,0,0
3923,0,0,0,1,1,0,0,0,0,0,0,1,1,80.85,80.85,1,1,0,0,0,0,1,0,0,1
762,0,1,0,3,1,0,0,0,0,0,0,0,1,70.3,208.85,1,1,0,0,0,1,0,0,0,1
5970,0,1,0,5,1,1,1,0,0,0,0,1,1,89.15,413.25,1,1,0,0,0,1,0,0,0,0
1584,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,0,0,1,0,0,0,0,1,0
5522,0,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,0,1,0,0,0,0,1,0,0,1
675,1,0,0,65,1,1,1,0,1,1,1,1,1,110.35,7246.15,1,1,0,0,0,1,0,0,1,0
4268,0,1,1,35,1,0,0,1,0,1,1,0,1,89.7,3165.6,1,1,0,0,0,1,0,1,0,0
4773,0,0,0,44,0,0,0,1,1,0,1,1,1,53.95,2375.4,1,0,0,0,0,0,1,1,0,1
3420,0,0,0,26,1,1,1,1,0,0,1,0,1,69.5,1800.05,0,0,0,1,0,0,0,0,0,0
2310,0,0,0,72,0,0,1,1,1,1,1,1,1,63.7,4464.8,1,0,0,1,0,0,0,0,1,0
6502,0,1,1,44,1,0,1,0,0,1,0,0,0,56.25,2419.55,0,0,0,1,0,0,0,0,0,0
768,0,0,0,41,1,0,0,0,0,1,0,0,1,74.25,3089.1,1,1,0,0,0,1,0,0,0,0
4715,0,0,0,64,1,1,1,1,1,1,1,1,1,86.4,5442.05,0,0,0,0,1,0,0,0,1,0
850,0,1,1,72,1,1,1,1,1,1,1,1,1,115.8,8476.5,0,1,0,1,0,0,0,0,1,0
1689,0,1,1,7,0,0,1,1,1,0,1,1,0,58.85,465.7,1,0,0,0,0,0,1,0,0,0
2405,0,1,1,8,1,0,0,0,1,0,1,1,1,94.2,777.3,0,1,0,0,0,1,0,0,0,1
6027,0,1,1,35,1,1,0,0,0,0,0,0,0,25.45,809.25,1,0,1,1,0,0,0,0,1,0
6976,0,1,0,62,1,0,1,1,1,0,1,0,1,72.0,4284.2,0,0,0,0,1,0,0,0,1,0
6038,0,1,1,70,1,1,1,1,1,1,1,1,1,114.2,7723.9,0,1,0,1,0,0,0,0,1,1
1385,0,0,0,48,1,0,1,0,1,1,1,1,1,102.5,4904.25,0,1,0,0,1,0,0,0,1,0
896,0,1,0,71,1,1,1,1,1,1,1,1,1,116.1,8310.55,1,1,0,1,0,0,0,0,1,0
6506,0,0,0,13,1,1,0,0,0,0,0,1,1,84.6,1115.2,0,1,0,0,0,1,0,0,0,1
1984,0,1,1,14,1,1,0,1,0,0,0,1,1,90.9,1259.0,0,1,0,1,0,0,0,0,0,1
6342,0,1,0,47,1,1,0,1,1,0,1,1,1,104.1,5135.15,1,1,0,0,0,1,0,0,0,0
1329,0,1,0,72,1,0,0,0,0,0,0,0,0,19.4,1496.45,0,0,1,1,0,0,0,0,1,0
3542,0,1,1,29,0,0,1,1,1,1,0,1,1,55.35,1636.95,1,0,0,0,1,0,0,1,0,0
5299,1,1,0,28,1,1,0,0,0,1,1,1,1,101.3,2812.2,0,1,0,0,1,0,0,0,0,1
7022,0,0,0,72,1,1,0,1,1,0,1,1,1,104.95,7544.3,1,1,0,0,0,1,0,1,0,0
1258,0,0,0,47,1,0,0,0,0,0,0,0,0,20.15,1046.2,0,0,1,0,0,0,1,0,1,0
6505,0,1,1,56,1,0,1,1,1,0,0,0,1,59.8,3457.45,1,0,0,1,0,0,0,0,1,0
5367,0,1,1,65,1,1,1,1,0,1,1,1,1,82.5,5215.1,0,0,0,1,0,0,0,0,1,0
3597,0,1,0,25,1,0,0,0,0,1,1,1,1,95.7,2338.35,1,1,0,0,1,0,0,0,0,0
6897,0,0,0,62,1,0,0,1,1,1,1,1,1,80.4,4981.15,1,0,0,1,0,0,0,0,0,0
2595,0,1,0,71,1,1,0,0,1,1,1,1,1,80.45,5662.25,0,0,0,1,0,0,0,0,1,0
3936,0,0,0,9,1,0,1,0,1,1,0,1,1,68.25,576.95,1,0,0,1,0,0,0,0,0,0
4754,0,1,0,68,1,1,0,0,0,0,0,0,0,25.25,1728.2,1,0,1,1,0,0,0,0,1,0
2757,0,1,1,69,1,1,1,0,1,0,0,0,0,84.45,5848.6,0,1,0,1,0,0,0,1,0,0
6175,0,1,1,32,1,0,1,1,0,0,0,1,1,90.8,3023.85,1,1,0,0,0,1,0,1,0,0
2910,0,1,1,35,1,1,0,0,0,0,0,0,1,25.4,949.8,0,0,1,0,1,0,0,0,1,0
294,0,0,0,12,1,0,0,0,0,0,0,0,0,19.7,220.35,0,0,1,0,0,0,1,0,0,0
1341,0,0,1,3,1,0,0,0,0,0,1,0,1,54.7,169.45,1,0,0,0,1,0,0,0,0,1
4086,0,1,0,72,1,1,1,1,1,1,1,0,0,79.2,5401.9,0,0,0,0,1,0,0,0,1,0
2742,0,0,0,66,1,1,1,1,1,1,0,0,0,68.75,4447.55,1,0,0,1,0,0,0,0,1,0
6525,0,1,1,55,1,0,0,0,0,0,0,0,0,20.5,1177.95,1,0,1,0,0,0,1,0,1,0
5648,1,1,1,28,0,0,0,1,0,0,0,1,1,39.1,1096.6,0,0,0,0,0,1,0,1,0,0
3125,0,0,0,4,1,0,0,0,0,0,0,0,0,19.0,78.9,1,0,1,0,0,0,1,0,0,0
1217,0,1,0,62,1,1,0,0,0,0,0,0,1,23.75,1446.8,1,0,1,0,1,0,0,1,0,0
2657,0,0,0,29,1,1,1,0,0,0,0,1,1,66.1,1912.15,0,0,0,0,0,1,0,0,0,0
3070,0,0,0,6,0,0,1,1,0,1,0,1,0,50.95,307.6,0,0,0,0,1,0,0,0,0,0
2082,0,0,1,21,1,1,0,0,0,0,0,0,0,24.7,467.15,1,0,1,0,0,0,1,0,0,0
1304,1,1,0,15,1,1,0,0,0,0,0,1,1,85.6,1345.55,1,1,0,1,0,0,0,0,0,1
4227,0,1,1,69,1,0,1,1,0,1,1,1,0,80.65,5542.55,1,0,0,1,0,0,0,0,1,0
1786,0,0,0,38,1,0,0,1,1,1,0,0,1,84.25,3264.5,0,1,0,0,1,0,0,0,0,1
2217,0,1,1,66,1,1,1,1,1,1,1,1,0,89.9,5958.85,0,0,0,0,1,0,0,0,1,0
971,0,1,0,49,1,1,1,1,0,0,1,0,1,93.85,4733.1,1,1,0,1,0,0,0,0,0,0
700,0,1,1,66,1,1,0,0,1,0,1,0,1,63.3,4189.7,1,0,0,1,0,0,0,0,1,0
5461,0,0,0,62,1,0,1,0,0,1,0,1,1,65.1,3846.75,0,0,0,0,0,0,1,0,1,0
486,0,0,0,15,1,1,0,1,0,0,1,1,1,100.15,1415.0,0,1,0,0,0,1,0,0,0,0
4842,1,0,0,9,1,1,1,0,0,0,0,0,0,54.55,494.05,1,0,0,0,0,1,0,0,0,1
3188,0,0,0,8,1,0,1,0,0,0,0,0,1,49.85,365.55,0,0,0,0,0,1,0,0,0,1
4805,0,1,1,52,1,1,0,0,0,0,0,0,0,24.55,1331.05,1,0,1,0,0,0,1,0,1,0
2133,1,0,0,1,1,0,0,0,0,0,0,0,1,70.55,70.55,0,1,0,0,0,1,0,0,0,1
600,0,0,0,16,1,0,0,0,0,1,0,0,1,74.55,1170.5,1,1,0,0,1,0,0,0,0,0
172,0,1,0,14,1,0,0,1,1,1,1,1,0,81.95,1181.75,1,0,0,0,0,0,1,0,1,0
4358,0,1,1,13,1,0,0,0,0,0,1,1,1,64.75,877.35,1,0,0,0,0,1,0,1,0,0
5505,0,1,1,12,0,0,0,0,0,1,0,0,0,30.25,368.85,0,0,0,0,1,0,0,1,0,0
5048,1,1,0,54,1,0,0,0,1,1,1,1,1,99.1,5437.1,0,1,0,0,0,1,0,1,0,0
3673,0,0,0,42,1,1,0,1,0,0,1,1,1,101.75,4273.45,1,1,0,0,0,1,0,0,0,1
5229,1,1,0,43,1,1,0,0,1,1,1,1,1,107.55,4533.9,0,1,0,0,0,1,0,1,0,1
6638,0,0,0,57,1,0,0,0,0,0,0,0,0,20.75,1118.8,1,0,1,0,0,0,1,0,1,0
1110,0,0,0,60,0,0,1,1,1,0,0,0,0,39.6,2424.5,1,0,0,1,0,0,0,0,1,0
4331,0,0,0,71,1,1,0,0,0,0,0,0,0,25.55,1898.1,1,0,1,1,0,0,0,0,1,0
6428,0,0,0,6,1,0,0,0,0,0,0,0,1,69.25,418.4,0,1,0,0,0,0,1,0,0,1
6440,0,0,0,32,1,1,0,0,1,0,1,1,1,101.35,3334.9,0,1,0,0,0,1,0,0,0,0
6250,0,1,0,69,1,1,1,0,0,0,1,1,0,99.15,6875.35,0,1,0,1,0,0,0,0,1,0
6117,0,0,0,69,1,0,0,0,0,0,0,0,1,19.3,1447.9,1,0,1,1,0,0,0,0,1,0
3692,0,1,1,3,1,1,0,1,1,0,1,0,1,69.15,235.0,0,0,0,1,0,0,0,0,0,0
1959,0,1,1,5,0,0,0,1,0,1,0,0,0,34.25,163.55,0,0,0,0,0,1,0,0,0,0
1372,0,0,0,23,1,0,0,1,0,0,1,1,0,95.3,2192.9,1,1,0,0,0,0,1,0,0,0
2957,0,0,0,4,1,1,0,1,0,0,0,0,1,80.3,324.2,0,1,0,0,0,0,1,0,0,0
5489,0,0,1,11,0,0,0,0,0,0,0,0,0,25.2,321.05,0,0,0,0,0,1,0,0,0,0
1452,1,0,0,52,0,0,1,0,0,0,1,1,1,48.8,2555.05,1,0,0,0,1,0,0,0,0,0
450,0,0,0,64,1,1,0,0,0,0,0,0,0,24.7,1642.75,0,0,1,0,0,0,1,1,0,0
2010,0,0,0,5,1,1,0,0,0,0,0,0,1,75.9,357.75,1,1,0,1,0,0,0,0,0,1
1213,0,1,1,69,1,0,0,0,0,0,0,0,0,20.2,1412.65,0,0,1,1,0,0,0,0,1,0
3831,1,1,0,25,1,1,1,0,0,0,0,1,1,89.05,2177.45,1,1,0,0,0,1,0,1,0,1
4664,0,0,0,2,1,1,0,0,0,0,0,0,0,74.9,147.15,0,1,0,0,1,0,0,0,0,1
5253,1,0,0,35,1,0,0,0,1,1,1,1,1,73.0,2471.25,1,0,0,0,0,1,0,1,0,0
821,0,1,1,43,1,0,1,0,1,1,1,1,1,79.15,3566.6,1,0,0,0,1,0,0,0,1,0
2720,0,0,0,15,1,1,0,0,0,0,0,0,0,51.55,765.5,1,0,0,0,0,1,0,0,0,1
3934,0,0,1,10,0,0,1,1,0,1,0,0,0,40.25,411.45,0,0,0,0,0,0,1,1,0,0
3836,0,1,0,64,1,1,0,0,1,1,0,0,0,58.35,3756.45,0,0,0,1,0,0,0,1,0,0
98,0,0,0,52,1,0,0,0,0,0,0,0,0,21.0,1107.2,1,0,1,1,0,0,0,0,1,0
3857,0,0,0,5,1,0,0,0,0,0,0,0,0,20.65,93.55,1,0,1,1,0,0,0,0,0,0
3474,1,1,1,65,1,1,1,1,0,0,0,0,1,85.75,5688.45,1,1,0,0,0,1,0,0,0,0
3363,0,1,0,57,0,0,0,1,1,1,1,1,1,57.5,3265.95,1,0,0,1,0,0,0,0,1,0
5784,0,1,0,18,1,0,1,0,0,0,0,0,0,74.8,1438.05,0,1,0,0,0,1,0,0,0,0
2323,0,0,0,29,1,1,0,0,1,0,1,1,1,98.6,2933.2,0,1,0,0,1,0,0,0,0,1
1752,0,1,0,27,1,0,1,0,0,0,0,0,0,48.7,1421.75,1,0,0,0,1,0,0,1,0,0
1165,0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,510.8,1,0,1,0,1,0,0,1,0,0
999,0,0,0,2,1,0,0,0,0,1,1,1,0,70.3,132.4,1,0,0,0,0,1,0,0,0,0
4429,0,1,1,70,1,1,1,1,1,1,1,0,0,79.7,5743.3,0,0,0,1,0,0,0,0,1,0
1774,0,1,1,1,1,0,1,0,0,0,0,0,1,48.75,48.75,1,0,0,0,0,0,1,0,0,0
3159,1,0,0,3,1,1,0,0,0,0,1,1,1,94.85,335.75,1,1,0,0,0,1,0,0,0,0
3250,0,1,0,11,1,0,0,0,0,0,0,0,1,20.55,184.95,1,0,1,0,0,0,1,1,0,0
516,0,0,0,28,1,0,1,0,0,1,0,0,0,54.3,1546.3,0,0,0,0,0,0,1,1,0,0
3544,0,1,0,31,1,1,0,1,1,0,1,0,0,93.8,3019.5,1,1,0,0,0,1,0,0,0,1
1046,0,0,0,52,1,1,1,0,1,1,1,0,0,74.0,3877.65,0,0,0,0,1,0,0,1,0,0
5069,0,0,0,4,1,1,0,0,0,0,0,0,0,75.35,338.1,0,1,0,0,0,1,0,0,0,1
2213,0,1,1,12,1,1,0,0,0,0,0,0,0,25.25,274.7,0,0,1,0,1,0,0,0,1,0
5742,1,1,0,72,1,1,1,1,1,1,1,1,1,114.5,8331.95,1,1,0,0,0,0,1,0,1,0
6920,0,0,1,27,1,0,0,0,0,0,0,0,0,19.7,509.3,1,0,1,0,1,0,0,0,1,0
